0,100742828.3,4616344.536
1,101255711.9,4561833.655
2,101201971.6,4590376.653
3,101241351.7,4562504.531
4,100907700.4,4613218.211
5,101020278.6,4606038.111
6,101038433.1,4605835.03
7,101081807.3,4592625.573
8,101081810.2,4592625.072
9,100816677.9,4614189.06
10,100888950.8,4613893.813
11,100799944.4,4616342.233
12,100742823.5,4616344.521
13,101244307.7,4551985.148
14,101172495,4563274.376
15,101160867,4585585.142
16,100897873.5,4607947.438
17,101023012.4,4605257.785
18,100816265.1,4614105.424
19,101039236.8,4592548.3
20,101231946,4562344.454
21,101029564.2,4604473.903
22,101109685,4586926.886
23,100835762.8,4611769.002
24,101219245.4,4562411.373
25,101159940.5,4585651.466
26,100890313.3,4609430.347
27,101100101.4,4587756.878
28,100858956,4609803.134
29,101078382.5,4589550.023
30,100854356,4610432.951
31,101042963.3,4590878.842
32,101075002,4589960.072
33,101053589.7,4589983.945
34,101052461,4589986.862
35,101026573.5,4604536.632
36,101029132,4604536.454
37,101029132,4604536.454
38,100742008.4,4614724.046
39,101236471,4551956.549
40,101028450.7,4604536.454
41,101156908.5,4573866.306
42,100897180.8,4607836.503
43,101231822.7,4562344.454
44,100847472.1,4610432.951
45,101143922.1,4585256.051
46,101037904.1,4592548.3
47,101157601.1,4563248.484
48,101158611.8,4562655.374
49,100798118.5,4613079.28
50,100889939.5,4609430.347
51,101097441.2,4586605.254
52,100800066.9,4612370.796
53,101091843,4587689.799
54,101143248.2,4585501.532
55,101058931,4589859.759
56,101052427.6,4589983.945
57,101037917.8,4592548.293
58,101057927.5,4589916.654
59,100798895.4,4612974.301
60,100798880,4612975.1
61,101057927.5,4589916.654
62,101231646.5,4552224.444
63,100797258.1,4612701.176
64,101143003.1,4585463.965
65,101150533.5,4564410.307
66,101014607.7,4602424.883
67,100896059.7,4605628.412
68,101058348.2,4589858.84
69,100823866.9,4610428.983
70,100889799.9,4609333.126
71,101210210.3,4562344.412
72,101015089.1,4597119.389
73,101230000,4562341.942
74,101018411.7,4592548.051
75,101231132.2,4557052.42
76,101037818,4590831.635
77,101231219.2,4556397.03
78,100890187.6,4607331.958
79,101057806.3,4589916.654
80,101036437.4,4592480.173
81,101028265.5,4592481.217
82,100895628.5,4605745.3
83,101220025.2,4562344.243
84,101212140.5,4562344.26
85,101231132.2,4557052.42
86,101210210.3,4562344.412
87,100795003.6,4612306.15
88,101231627.9,4552223.622
89,101135313,4568607.241
90,101103527.7,4581468.777
91,100889695.9,4609316.544
92,101231129.7,4557052.42
93,100893705.6,4605533.237
94,101198897.6,4562030.349
95,100998270.3,4599199.464
96,101081594.3,4583446.084
97,101140004.5,4563236.477
98,100936149.6,4601030.896
99,100820908.4,4610053.668
